radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
0.36722040797008854,0.5312817044301656,0.3518070624006634,0.22273594909862143,0.2719147783695947,0.16183056254217532,0.0961808809746954,0.15044731610337972,0.3939393939393939,0.14406065711878702,0.06938258193011043,0.22648514851485146,0.0669085426188569,0.0384909917481948,0.10408947207397082,0.07110884128939227,0.049166666666666664,0.24038643682515626,0.1522204086227275,0.059809571189696396,0.30522945570971194,0.5402452025586354,0.28382887594003686,0.15758946126622098,0.2300072640824143,0.10702331402625376,0.1286741214057508,0.3762886597938145,0.22807017543859653,0.09523809523809523
0.1712811775285153,0.31247886371322275,0.1761453942367494,0.08606574761399786,0.3994763925250519,0.29237470093859275,0.14964854732895969,0.1313121272365805,0.4353535353535355,0.31486941870261176,0.12275936990765887,0.1849363507779349,0.12594826367620038,0.037911983234901886,0.19570316483665906,0.2520353291074594,0.08469696969696969,0.2585716991854518,0.38214104801035625,0.08371681660517116,0.1405193881181075,0.29104477611940305,0.13880173315404154,0.05888714117184428,0.33104404675427596,0.21752966401800702,0.15303514376996805,0.2723711340206186,0.2710427754780209,0.13662600026236393
0.27966302238629376,0.11531958065607023,0.2632851910717988,0.15796394485683984,0.1527489392434775,0.05493528004416907,0.05295220243673851,0.05820079522862823,0.13989898989899008,0.12320977253580456,0.015100488864747415,0.024045261669024043,0.01686849173066956,0.010978748519792752,0.10259373831457999,0.08410190164328418,0.041717171717171715,0.11185830649744269,0.1169021219114088,0.040980888022884625,0.20241906794734965,0.093816631130064,0.18422232182877635,0.09629374754227289,0.1650267450307072,0.08480561942738502,0.09472843450479233,0.18439862542955326,0.1466587817859255,0.09254886527613804
0.20299114960480852,0.10990869124112274,0.2029576394167646,0.10299045599151645,0.6415997111131173,0.2813324335930312,0.18509840674789127,0.275844930417495,0.48383838383838396,0.40395956192080873,0.052399058482708656,0.1382602545968883,0.04956886396833624,0.01725445369612886,0.1673182173573104,0.11654700033045937,0.05305555555555556,0.22049630611858304,0.18570946136095007,0.09763967773585949,0.17467093561010316,0.22681236673773997,0.17192091239603569,0.07149528116397956,0.5932113847982565,0.20918590098087728,0.17947284345047926,0.45292096219931277,0.3504829489453972,0.24340810704447063
0.30096076482559514,0.20798106188704757,0.2950729044295487,0.15970307529162248,0.49805904125665806,0.411385804551868,0.2738987816307404,0.34726640159045724,0.44545454545454555,0.40143218197135644,0.06319029512945862,0.14493458274398868,0.03665834236441596,0.011501723951154097,0.1727232552605636,0.25158470273680417,0.1005050505050505,0.2619814358780072,0.18936792930714247,0.12811105122783745,0.27036641764496616,0.2977078891257997,0.23034015638228994,0.10560853322847029,0.5443439212837613,0.4383483230006501,0.3880191693290735,0.5869415807560138,0.38675340035481975,0.3053915781188508
0.42827393629608607,0.19614474129184978,0.42851219680740793,0.27558854718981973,0.3816917938069874,0.36108214219986506,0.282099343955014,0.3499502982107356,0.36464646464646466,0.20640269587194626,0.08169473112438891,0.08561704384724188,0.08820619139612684,0.04943612041882862,0.1402590338919672,0.2268002523507676,0.0938131313131313,0.27637810191324114,0.09551415545674567,0.0769108522311126,0.3852721451440769,0.26545842217484017,0.367996414164052,0.21745969327565867,0.4776464372977612,0.407980906365515,0.39584664536741215,0.6807560137457045,0.28661541494184906,0.23743932834841924
0.5513275592787164,0.5207981061887047,0.5598092737198536,0.40063626723223755,0.48542024013722124,0.5193546408195816,0.5433458294283036,0.6182902584493042,0.5671717171717172,0.25294860994102786,0.2604381676625022,0.24438649222065062,0.22697073929227726,0.1834112193172182,0.1541625590644865,0.2364887193198546,0.1312121212121212,0.2193597272210646,0.1714977204930489,0.12662548539999724,0.5414443258626822,0.5860874200426439,0.5482842771054335,0.3649233189146677,0.5146272204979199,0.3865393757701002,0.4898562300319489,0.6350515463917525,0.3703922728168737,0.28059818968909883
0.15660939940366314,0.6053432532972606,0.15119894962338476,0.0754612937433722,0.3400740272636997,0.17544935893503463,0.1405576382380506,0.13608349900596423,0.2691919191919192,0.2382055602358888,0.039254028607640774,0.4152227722772277,0.03204071054987514,0.014303378047732717,0.35139545160961344,0.18857211524018389,0.1213131313131313,0.3260087137715476,0.14842123037091232,0.13968464546798778,0.10352187833511206,0.6100746268656716,0.09542307883858753,0.042371215100275264,0.4439675097404741,0.13942816117045534,0.15974440894568692,0.3136426116838488,0.1302976542479795,0.18227731864095503
0.32367835676085005,0.4998309097057827,0.3354294796489531,0.19189819724284196,0.573891847973278,0.45616833323109013,0.31794751640112456,0.33593439363817096,0.6136363636363638,0.471988205560236,0.13166757197175447,0.2580887553041018,0.10446214013098998,0.06023182753764488,0.2708297922969711,0.27268903776248987,0.08777777777777777,0.3061185830649744,0.2315810209939776,0.21074996890676176,0.28744219139096416,0.5575692963752665,0.2768564171522487,0.1481517892253244,0.7147196724559202,0.3583064101444635,0.27004792332268374,0.522680412371134,0.41119653065247386,0.41492850583759683
0.15518954990770978,0.08488332769699014,0.15175177942091084,0.07554612937433723,0.42728175498781257,0.1718912950125759,0.04505623242736644,0.0978131212723658,0.3737373737373737,0.3312973883740524,0.028824913996016645,0.0414382956152758,0.027847146963200307,0.009484533001617489,0.13492198388686813,0.08560398954546822,0.021454545454545452,0.1312559196817579,0.16178870940507684,0.050999820350178963,0.12273212379935972,0.0967484008528785,0.11365107824094828,0.051440228077074324,0.4168922934689295,0.13360693114455086,0.06880990415335464,0.2301030927835052,0.2704514094224325,0.1454807818444182
