Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender
0.6,0.0,0.663551401869159,0.5,0.125,0.027903579254930616,0.75,0.0,0.0,0.0
0.6,1.0,0.602803738317757,0.375,0.09375,0.024397370343316294,0.75,0.5,0.0,1.0
0.20000000000000007,0.75,0.11214953271028039,0.25,0.140625,0.6626734842951059,0.0,0.5,1.0,1.0
0.6,0.75,0.5327102803738317,0.125,0.078125,0.5991234477720964,0.5,0.0,0.5,0.0
0.6,0.0,0.5,0.125,0.140625,0.5476990504017532,0.5,0.0,0.0,1.0
0.4,0.75,0.8691588785046728,0.5,0.796875,0.29335281227173116,1.0,0.5,0.5,0.0
0.8000000000000002,1.0,0.8878504672897195,0.25,0.46875,0.4051132213294375,1.0,1.0,0.0,0.0
0.6,0.0,0.8551401869158878,0.25,0.359375,0.356318480642805,0.75,0.0,0.5,0.0
0.4,0.5,0.7242990654205607,0.125,0.109375,0.7282688093498905,0.75,0.0,1.0,1.0
0.20000000000000007,0.0,0.3457943925233645,0.125,0.078125,0.6937910883856829,0.5,0.0,1.0,0.0
0.8000000000000002,0.75,0.8691588785046728,0.25,0.078125,0.08458728999269538,0.0,1.0,0.0,1.0
0.20000000000000007,0.75,0.7242990654205607,0.125,0.0625,0.6730460189919649,0.5,0.5,0.5,1.0
0.20000000000000007,0.25,0.06074766355140193,0.125,0.046875,0.6932067202337473,0.25,0.0,0.0,1.0
0.8000000000000002,1.0,0.9719626168224299,0.25,0.078125,0.12607742878013148,1.0,0.0,0.0,0.0
0.20000000000000007,0.25,0.630841121495327,0.125,0.859375,0.2502556610664719,1.0,1.0,0.0,0.0
0.6,0.0,0.7102803738317757,0.75,0.015625,0.44149013878743604,1.0,0.0,0.0,0.0
0.20000000000000007,0.0,0.5934579439252335,0.125,0.109375,0.6306793279766253,0.5,1.0,0.0,1.0
0.6,0.5,0.4112149532710281,0.375,0.03125,0.6162162162162163,0.5,0.0,0.0,1.0
0.20000000000000007,0.0,0.36448598130841126,0.0,0.671875,0.08108108108108109,1.0,0.0,0.0,1.0
0.4,0.75,0.7616822429906541,0.0,0.109375,0.5363038714390066,1.0,1.0,0.5,0.0
0.4,0.75,0.3457943925233645,0.375,0.0625,0.55836376917458,0.5,1.0,0.0,1.0
0.8000000000000002,0.5,0.9719626168224299,0.25,0.125,0.05843681519357194,0.5,0.0,0.0,0.0
0.4,0.0,0.7663551401869159,0.125,0.078125,0.5573411249086925,0.25,0.5,0.5,1.0
0.4,0.5,0.20560747663551404,0.0,0.015625,0.5903579254930607,1.0,0.0,0.5,0.0
0.8000000000000002,1.0,0.49065420560747663,0.375,0.03125,0.6968590211833455,0.5,0.0,0.5,1.0
0.6,1.0,0.6495327102803737,0.375,0.140625,0.05726807888970051,0.75,1.0,0.5,0.0
0.20000000000000007,0.25,0.7663551401869159,0.125,0.796875,0.27363038714390064,0.5,0.0,0.5,1.0
0.8000000000000002,0.25,0.7383177570093459,0.25,0.125,0.09130752373995615,0.25,0.0,0.0,0.0
0.20000000000000007,0.75,0.2757009345794392,0.125,0.046875,0.07991234477720963,1.0,0.5,0.5,1.0
0.20000000000000007,1.0,0.4579439252336448,0.0,0.09375,0.556318480642805,1.0,0.0,0.5,0.0
0.0,0.0,0.19626168224299068,0.0,0.109375,0.5742878013148284,1.0,0.0,0.0,1.0
0.0,0.75,0.5934579439252335,0.125,0.28125,0.34404674945215485,1.0,0.0,0.5,0.0
0.8000000000000002,0.25,0.26635514018691586,0.375,0.0,0.5253469685902118,0.25,1.0,0.0,0.0
0.20000000000000007,0.75,0.7383177570093459,0.0,0.671875,0.40686632578524473,0.75,0.0,0.5,0.0
0.20000000000000007,0.5,0.6682242990654205,0.125,0.109375,0.6376917457998539,1.0,0.0,0.0,1.0
0.6,0.25,0.5841121495327103,0.5,0.015625,0.1139517896274653,0.0,1.0,0.5,1.0
0.4,0.0,0.2289719626168224,0.125,0.109375,0.6027757487216947,0.75,0.5,0.0,1.0
0.20000000000000007,0.0,0.47663551401869153,0.25,0.671875,0.2698319941563184,0.0,0.0,0.5,0.0
0.8000000000000002,0.5,0.8691588785046728,0.25,0.125,0.06077428780131483,0.0,0.0,0.0,1.0
0.6,0.5,0.6588785046728972,0.375,0.046875,0.0826880934989043,0.5,0.0,0.5,0.0
0.20000000000000007,0.0,0.2009345794392523,0.0,0.03125,0.47114682249817386,1.0,0.0,0.5,1.0
0.4,0.5,0.43457943925233644,0.125,0.125,0.5586559532505478,0.5,0.0,0.5,0.0
0.20000000000000007,0.5,0.1728971962616822,0.125,0.015625,0.5734112490869248,0.0,0.0,0.0,0.0
0.8000000000000002,0.0,0.5981308411214953,0.125,0.984375,0.2489408327246165,1.0,0.0,0.5,1.0
0.20000000000000007,0.0,0.4579439252336448,0.0,0.109375,0.48707085463842226,1.0,0.5,0.0,1.0
0.20000000000000007,0.25,0.5420560747663551,0.125,0.125,0.2220598977355734,1.0,0.0,0.5,0.0
0.8000000000000002,0.0,0.8738317757009345,0.25,0.109375,0.05887509130752375,0.0,0.0,0.0,1.0
0.20000000000000007,0.0,0.6542056074766355,0.125,0.109375,0.6340394448502557,0.0,1.0,0.5,0.0
0.6,1.0,0.6448598130841122,0.0,0.671875,0.22600438276113952,0.5,0.0,0.5,1.0
0.4,1.0,0.7056074766355139,0.375,0.125,0.07275383491599707,0.0,0.0,0.0,1.0
0.0,0.75,0.17757009345794394,0.125,0.640625,0.06048210372534696,0.25,0.0,0.0,0.0
0.20000000000000007,0.75,0.5373831775700935,0.125,0.0,0.6052593133674214,0.25,1.0,1.0,1.0
0.6,0.75,0.20560747663551404,0.25,0.140625,0.5152666179693207,0.0,0.0,0.0,0.0
0.4,0.75,0.28037383177570097,0.0,0.09375,0.7212563915266618,0.75,0.5,0.5,0.0
0.6,0.75,0.48130841121495327,0.0,0.296875,0.22673484295105914,1.0,0.0,1.0,0.0
0.4,1.0,0.6074766355140188,0.5,0.140625,0.05069393718042367,1.0,0.0,0.5,0.0
1.0,1.0,0.897196261682243,0.25,0.0,0.03915266617969321,0.75,0.0,0.0,0.0
0.4,0.25,0.6588785046728972,0.125,0.015625,0.6246895544192841,0.5,0.0,0.0,1.0
0.4,0.75,0.6074766355140188,0.0,0.8125,0.314536157779401,1.0,0.0,1.0,1.0
0.20000000000000007,0.75,0.2429906542056075,0.25,0.0,0.4745069393718042,1.0,0.0,1.0,0.0
0.4,0.5,0.7196261682242991,0.5,0.015625,0.47406866325785246,1.0,1.0,0.5,1.0
0.20000000000000007,1.0,0.3037383177570093,0.0,0.109375,0.587289992695398,0.0,0.0,0.0,0.0
0.6,0.25,0.36448598130841126,0.125,0.140625,0.5699050401753104,0.75,0.0,0.5,0.0
0.0,0.0,0.383177570093458,0.125,0.078125,0.026734842951059157,1.0,1.0,0.0,1.0
0.4,0.25,0.3738317757009346,0.125,0.34375,0.13265157048940832,0.75,1.0,0.0,1.0
0.4,0.75,0.5747663551401868,0.125,0.140625,0.5764791818845872,0.0,0.0,0.5,1.0
0.6,1.0,0.5747663551401868,0.0,0.046875,0.48035062089116143,0.5,0.0,0.5,1.0
0.20000000000000007,0.25,0.5280373831775701,0.375,0.171875,0.299926953981008,0.75,0.5,0.5,0.0
0.6,0.0,0.8037383177570093,0.375,0.0,0.5409788166544923,0.0,1.0,0.5,1.0
