radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
-0.5445380722982196,-0.29545573008231,-0.5626183204802149,-0.5588351733587492,-0.2882400512764691,-0.6176473657159572,-0.5634585131618296,-0.7389755622889266,-0.42576801428179856,-0.5156690471426052,-0.5503036731565858,-0.79514243085236,-0.4910996848254779,-0.47891295375662224,-0.40267596300279357,-0.6482146380432412,-0.39436022566947304,-0.763867551314311,-0.14072939573426885,-0.6940548500952777,-0.4098556325164001,-0.26661163311397595,-0.39946421314412445,-0.4499959950639928,0.19425463085275152,-0.23705774486597855,-0.14818822537365942,-0.40070653534633194,0.5132316585660535,-0.5123645195504225
-1.2156636178093387,-0.8399894376739001,-1.1932402861348463,-1.0286809251323206,-0.10249824778252835,-0.3818909618462333,-0.8223420172846381,-0.6386369710320273,-1.550258580905976,0.866494908933049,-0.5607703822147516,-0.0015484101871943514,-0.4406065625366578,-0.5521786468567484,0.5636965512230055,-0.2826970501560881,-0.7053731008421213,-0.810259515668686,-0.27875888979335905,-0.11381729131992457,-1.0414573490152113,-0.437597614139701,-0.9811816375193682,-0.8861341386943212,0.4178176767234535,-0.1906195455588817,-0.9012075182181788,-0.7510705411817779,-0.6450992591925692,0.45131654615632705
-0.48205494914441277,-0.5328165769812081,-0.5506731624109896,-0.5050816339609252,-1.4795495495479511,-1.322831914589946,-0.9463851317721913,-0.8235798243255922,-1.239928392064888,-1.0189184875598942,-0.09879149964742569,1.7837659847248384,-0.18764592048188236,-0.20191142939308174,0.10534463433425979,-0.8209133148890062,-0.7272898930051405,-0.09669919680541661,1.6693942324967785,-0.31542525665712356,-0.6977003492158581,-0.890303354379239,-0.7595749996621322,-0.641081106763375,-2.1163352020579773,-1.317731895316611,-1.1985100512047668,-1.313845580541973,-1.6173854066407982,-1.3646597921536319
-0.8171917006057415,-1.049425479055281,-0.848066408134467,-0.7533717921318259,-0.9465203893297077,-1.132559061306021,-1.1026480685987536,-1.185959482055201,-0.14099442922762392,-0.2817643776528784,-0.6885364169247777,-0.4005226331964991,-0.661885245508252,-0.5559189374954937,-0.47467888231040745,-1.025804366447768,-1.0252156912235622,-1.436388824787172,-0.42889623420850925,-0.6675772561485536,-0.7266919034158037,-0.5890423401910574,-0.7500435313671975,-0.6818646816614952,-0.6912303743606186,-0.9944456913732325,-1.2793579176867738,-1.4912354400805627,-0.1387339278260205,-0.5411807446319358
2.238801050007732,0.6074463149840871,2.2749745739644323,2.352388261964663,0.7073644816278338,1.7257030634232189,1.9585840818037266,2.609857163387998,0.04520368407702846,-0.19812573825958232,2.175732654992643,-0.9379312955673772,2.3241393980815817,1.9771378933205837,-1.021034367241792,0.15268246202142283,0.12819445585727915,0.4726567293619115,-0.6492591106888107,0.00041461399308487414,2.358837793578389,0.019993439843429956,2.613373343207944,2.3668833332441013,-0.13013096511650352,0.8539218689925302,0.9758715370720014,1.9580456656084255,-0.2584496930692295,0.09942610525708227
-0.5956606276058803,-0.316399334220448,-0.6540605650101483,-0.5941020457679034,-1.3898810926888074,-1.2398244347708631,-1.0954628586370907,-1.1175796349030058,-1.568513297896628,-0.2973580222855276,-0.6196005055416846,-0.5572819459204825,-0.6930721739807585,-0.5141156891801064,-0.7706908839083755,-1.0390501872932199,-1.0182427692993823,-1.2725570625566873,-0.7122199325403257,-0.7715963752249696,-0.6624963191159243,-0.5581020198149735,-0.7303848780088944,-0.627896761429931,-1.3619195119727252,-1.1473736792283844,-1.2687362005973386,-1.3193271556006763,-1.1805846415642227,-0.752315009171482
0.026330461970654116,0.8913485044121816,0.09889629535344822,-0.12795362739206592,0.792763011969875,2.595575968376621,1.372266931341304,0.4452261664011111,2.089731987030077,1.7893551503743321,-0.4301169794886799,1.6204750339706886,-0.37328239948489755,-0.18959047199486231,0.3096862525544787,6.143482193768201,2.8086081902876505,0.7889655772326494,3.7035130923149464,2.9976782487622486,-0.109585964016965,1.8731557865793822,-0.02565194095214724,-0.207755623470848,0.9175468380814935,4.315794206379121,2.766307317459199,0.9530902381795056,3.664668289562976,3.3612011212144877
-0.8257121264903514,3.378983262597694,-0.8723686262753048,-0.7624729204954785,-1.3208506139956573,-1.3000901392970468,-1.0525123024972205,-1.0958611017826176,0.12187349543776743,-0.6404182042037923,-0.654248921734234,0.780433809535454,-0.6816864699352402,-0.5473382707360195,-0.8940292179075288,-1.0431860132112092,-0.9506355995257117,-1.3588526046424476,-0.16736666651760218,-0.47693857973214043,-0.8095249154156479,2.622237227263511,-0.8584639832220816,-0.7201871787640391,-1.4215363242049124,-1.179498734913431,-1.1946240571476563,-1.2879603649869857,0.016573010867873883,-0.6026923020174729
0.23650096712436888,-0.04413248042465259,0.20846222798841343,0.09217991490378406,-0.4583254575410357,-0.11581219091931029,-0.3691075605031935,-0.01880757568413792,0.24600557097420303,-0.6063957068234679,-0.4239813224545825,-0.48779257465510567,-0.34407559345509,-0.3403021830266536,-0.56968273417462,-0.24189768637051914,-0.5482088121088214,0.011981279129657466,-0.6444159705463868,-0.37064995260314815,-0.003973873717163818,0.0835025185101279,0.05476982278636537,-0.12443056096348178,-0.04684277155682957,0.31002241135461467,-0.44035740818603974,0.522177532175893,0.09907982204900471,0.04290197144334577
-0.1895203271061339,2.0758256717802133,-0.2503966026708024,-0.2639017323241282,-1.5080157263286316,-1.0817690964852125,-0.9552991612545965,-0.9737008014760175,-1.4261265053695404,-0.732562467942169,-0.8527554728373818,-0.12129510740690395,-0.7257441942852892,-0.5594392110378421,-0.6996880051467005,-0.751610285992971,-0.8085577562298911,-1.07336359323091,-0.7412787733948707,-0.7984522205137897,-0.3270226205165559,1.620747909827122,-0.30236237988947534,-0.3515528832409441,-0.9454785441743584,-0.6906253627558425,-0.9251951358546632,-0.8648132236498693,-0.33448538180478216,-0.7390152129800143
