volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
0.7109209050976446,-1.0334641105853501,-0.6845860106519411,0.9369395521461769,-0.767204968306562,-0.7108176181400815,-0.10996510875191898,-0.4688663860859954,-0.8020391418351969
1.5536742521256015,-0.16818018496519002,0.2801866374659604,-1.1284696373562764,-1.0910596885595965,-0.9934598400128408,0.4109845115848027,-0.625155181447993,0.984279927546045
2.908099274134817,-0.6008221477752702,-0.322796267607728,1.0376912199267836,-0.4433502480535278,-0.39284511853322734,-0.6309147290886373,-1.2503103628959868,-0.3817287725690222
2.005149259462007,-1.3038653373416504,0.0389934754364848,-0.977342135685365,-0.011543954382815382,-0.7108176181400815,1.6761478752596926,-0.31257759072399693,0.6690471505964135
-1.0347824566031232,1.4542271755726104,0.2801866374659604,-0.5743354645629348,-1.0910596885595965,-0.9581295622787459,-1.2262857237591744,0.07814439768099923,0.6690471505964135
-1.4561591301171013,1.6164679116263907,-0.5639894296372036,-0.3224562951114167,0.20435919245254083,0.59640265802143,-1.1518643494253558,-0.4688663860859954,-0.5918839572021086
-0.13183244193031224,1.0215852127625302,0.2801866374659604,1.894080396061947,2.0395359405530686,0.8790448798941893,-0.6309147290886373,0.625155181447993,0.5639695582798703
-0.6134057830891448,-0.9253036198828303,-0.08160310557825298,-1.3803488068077945,2.0395359405530686,0.7377237689578097,0.7086700089200713,0.31257759072399693,0.03858159669715244
-0.19202910957516636,-1.4120258280441704,-0.08160310557825298,-0.6750871323435425,-0.011543954382815382,-0.3575148407991325,1.973833372594961,-0.39072198840499617,2.245211035344567
-1.3959624624722475,0.53486300460119,-0.20219968659299023,-1.682603810149617,2.1474875139707468,0.3490907138827657,-0.33322923175336877,2.891342714196969,2.140133443028024
0.7711175727424987,-1.4120258280441704,-1.4081654967403674,-0.8262146340144537,-0.011543954382815382,-0.7814781736082713,0.559827260252437,-1.328454760576986,-0.3817287725690222
-0.7939957860237068,0.37262226854741015,1.1243627045691238,-1.7833554779302248,-0.33539867463584966,0.3490907138827657,0.3365631372509839,-0.15628879536199847,1.9299782583949356
0.3196425654060929,-0.22226043031645007,-0.322796267607728,-0.2217046273308092,-0.33539867463584966,0.7730540466919046,-0.18438648308573446,-1.0158771698529891,-1.2223495111013716
0.1089542286491042,1.0215852127625302,-0.08160310557825298,-0.5239596306726318,0.09640761903486272,-0.1102028966604681,0.559827260252437,-0.15628879536199847,-1.0121943264682833
0.34974089922852,-0.9793838652340902,-0.6845860106519411,0.7858120504752655,-0.011543954382815382,0.7730540466919046,-0.25880785741955326,-0.7814439768099914,-1.2223495111013716
1.373084249191039,-0.7630628838290502,-0.4433928486224658,0.23167787768192405,-0.33539867463584966,1.3030082127033282,0.48540588591861816,-0.9377327721719899,-0.27665118025247903
-1.3357657948273935,1.18382594881631,-0.6845860106519411,-0.6247112984532387,0.31231076587021894,0.6317329357555249,0.9319341319215211,1.0940215675339884,-0.06649599561939076
-1.0347824566031232,0.6430234953037102,-1.0463757536961542,-1.1788454712465797,1.7156812203000342,0.13710904747819624,-0.40765060608718756,1.4065991582579844,0.24873678133023885
0.4701342345182282,-0.22226043031645007,-0.322796267607728,-0.07057712565989788,1.0679717797939656,2.186265156055701,-0.10996510875191898,-1.1721659652149876,-0.48680636488556545
-0.19202910957516636,-0.1140999396139301,-0.20219968659299023,-0.5743354645629348,-1.0910596885595965,-0.25152400759684773,0.1132990142495341,-1.2503103628959868,-1.0121943264682833
0.40993756687337407,0.9675049674112702,-0.08160310557825298,-0.5239596306726318,0.6361654861232532,0.8790448798941893,1.0807768805891553,-0.07814439768099923,-0.9071167341517401
