diameter,weight,red,green,blue
-0.2134184557720698,-0.2766384731449869,-1.4232347888926318,-1.7945741450057375,0.4013764106224482
0.18704438388347314,0.14409835994660683,-0.943960152619032,1.1094610053562268,-0.15044993482196486
0.8082751992465599,0.8185097197435481,0.014589119928167752,1.4511121995164578,0.18064587244468297
-1.4404776695884143,-1.4156062873807345,-0.6563953708548721,-0.17173097274463986,0.18064587244468297
0.3718733868014159,0.3409443152172875,-1.135670007128472,-2.2216381377060266,2.0568554469556877
-1.111892775512071,-1.1143463906186488,-0.5605404436001521,0.16992022141559124,-1.033372087533026
0.23838577358290158,0.23516101055878247,0.5897186834564876,1.1094610053562268,-0.5919110111774953
-0.7011616579166423,-0.704564462863858,-1.231524934383192,-0.0009053756645243231,0.07028060335580036
0.6799217249979884,0.6877355372854604,0.2062989744376077,-0.3425565698247554,-0.9230068184441432
0.5053610000199311,0.4635023186727726,-0.1771207345812722,0.16992022141559124,-1.033372087533026
-0.23908915062178449,-0.31326893786492205,-2.094219279675672,-0.0863181742045821,0.5117416797113308
0.4078123595910161,0.3864756405233758,0.6855736107112076,0.5115714155758223,0.4013764106224482
-1.1324293313918425,-1.1376255644593556,-0.36883058909071215,-0.8550333610651021,0.07028060335580036
1.403835319759932,1.4193178093088425,1.2607031742395274,0.9386354082761111,-0.7022762802663779
0.07409332654472983,0.03557632895390155,-0.5605404436001521,-1.1112717566852754,-0.15044993482196486
1.049579730833874,1.0543825252765895,0.2062989744376077,-0.17173097274463986,0.18064587244468297
1.444908431519474,1.4607410451136296,-0.08126580732655223,-1.0258589581452175,-0.4815457420886127
-0.7935761593756137,-0.7870685936816562,0.7814285379659276,1.9635889907568045,-0.8126415493552606
0.9109579786454168,0.9280587731115788,1.4524130287489674,-2.1362253391659687,0.8428374869779787
1.8094322983854176,1.8393699608168868,0.014589119928167752,-1.5383357493855643,0.4013764106224482
0.17164196697364487,0.17114328249684016,0.014589119928167752,1.6219377965965733,-1.033372087533026
0.8801531448257593,0.8945093755176197,0.014589119928167752,-0.0863181742045821,0.9532027560668612
-0.32123537414087033,-0.31018787073894605,1.8358327377678472,0.4261586170357646,-0.7022762802663779
1.1419942322928454,1.139625382428589,1.5482679560036874,-0.2571437712846976,1.0635680251557438
1.3730304859402747,1.3874801156737593,0.9731383924753675,-0.8550333610651021,1.2842985633335091
-0.22882087268189896,-0.20645861083109168,-0.27297566183599214,2.049001789296862,-1.033372087533026
1.1368600933229025,1.1344902705519622,-0.4646855163454321,-0.2571437712846976,0.4013764106224482
1.321689096240846,1.3251740915706909,0.39800882894704764,-0.5133821669048709,1.5050291015112744
-1.3942704188589286,-1.3817145489949996,-1.039815079873752,0.6823970126559379,-1.033372087533026
1.3524939300605028,1.366597327375478,2.219252446786727,-1.1112717566852754,1.1739332942446266
0.8544824499760456,0.8609599779236595,-0.848105225364312,-0.0863181742045821,1.8361249087779223
-0.885990660834585,-0.8853204009211091,1.4524130287489674,0.9386354082761111,-0.8126415493552606
-0.9373320505340135,-0.9277706591012215,0.9731383924753675,-0.2571437712846976,0.07028060335580036
0.058690909634901575,0.07289147525738722,0.7814285379659276,1.4511121995164578,-0.2608152039108475
-1.7279894519052144,-1.7141274578086183,0.014589119928167752,0.255333019955649,-0.3711804729997301
0.16650782800370212,0.15984603636826156,0.39800882894704764,-0.0009053756645243231,-1.033372087533026
1.4346401535795885,1.4484167766097265,0.9731383924753675,-0.5987949654449287,-0.2608152039108475
-1.2453803887305854,-1.2423818467425354,0.11044404718288772,0.255333019955649,-0.2608152039108475
-0.7165640748264706,-0.7227085248279381,-0.36883058909071215,0.8532226097360535,-1.033372087533026
-0.988673440233442,-0.9859685937029875,0.6855736107112076,1.1948738038962845,-0.3711804729997301
-0.885990660834585,-0.8812123114198078,1.6441228832584074,1.024048206816169,0.18064587244468297
0.19217852285341588,0.14752176786435856,-0.08126580732655223,-0.2571437712846976,-0.15044993482196486
0.22811749564301606,0.18380989179251794,-0.1771207345812722,0.8532226097360535,0.4013764106224482
0.5618365286893023,0.5559343324520484,-1.9025094251662318,-0.5133821669048709,0.18064587244468297
-2.6315979106151586,-2.451529523292177,1.1648482469848074,0.16992022141559124,-0.7022762802663779
-0.2698939844414419,-0.2543863216796054,0.2062989744376077,0.8532226097360535,-1.033372087533026
-0.5214667939686414,-0.5073761668014025,-0.4646855163454321,1.8781761922167468,-1.033372087533026
-1.4507459475282998,-1.4227954440080108,-0.848105225364312,-0.17173097274463986,-0.7022762802663779
-1.4918190592878426,-1.4597682495197217,-1.039815079873752,0.5115714155758223,-1.033372087533026
-1.7228553129352715,-1.7107040498908674,-0.27297566183599214,-0.5133821669048709,-0.04008466573308226
1.4141035976998175,1.4268493067278947,-1.039815079873752,-0.2571437712846976,1.3946638324223917
0.32053199710198743,0.2916472412016736,1.0689933197300874,0.6823970126559379,-1.033372087533026
1.4551767094593604,1.4713536096586575,-0.5605404436001521,1.1094610053562268,-1.033372087533026
1.0701162867136458,1.0762923359501961,0.11044404718288772,-0.3425565698247554,1.5050291015112744
-1.0605513858126423,-1.054436752058007,0.9731383924753675,0.5969842141158801,-1.033372087533026
-0.1826136219524133,-0.16537771581808045,0.2062989744376077,0.5969842141158801,0.07028060335580036
